Date,Open,High,Low,Close,Volume,MA200W,rising,from_above,evt_5pct,evt_4pct,evt_3pct,evt_2pct,evt_1pct,evt_touch,setup_start
1993-11-05,0.22419986381151424,0.24060460077058157,0.22055374894457852,0.2324017584323883,1070585600,0.3370637243241072,False,False,False,False,False,False,False,False,False
1993-11-12,0.2333130520774543,0.2342243799474504,0.2169084562234716,0.23149040341377258,701310400,0.3370115800946951,False,False,False,False,False,False,False,False,False
1993-11-19,0.2296677813435547,0.2551864986725772,0.2296677813435547,0.2414691299200058,1000182400,0.3370180944353342,True,False,False,False,False,False,False,False,False
1993-11-26,0.239639942391351,0.2451274929487337,0.22866395563398634,0.23872530460357666,470657600,0.3370634814351797,True,False,False,False,False,False,False,False,False
1993-12-03,0.2359806775495477,0.23872525011443538,0.22683468232889936,0.23049306869506836,541710400,0.33701511546969415,False,False,False,False,False,False,False,False,False
1993-12-10,0.23049313549900932,0.23781074076564257,0.20305349988244917,0.20671187341213226,940441600,0.3368478435277939,False,False,False,False,False,False,False,False,False
1993-12-17,0.20671194724929817,0.21768801365362597,0.20305357241284963,0.21585875749588013,933396800,0.3367400273680687,False,False,False,False,False,False,False,False,False
1993-12-24,0.2140296148583858,0.21768800298533858,0.19390675214686762,0.19939514994621277,848489600,0.3365674788504839,False,False,False,False,False,False,False,False,False
1993-12-31,0.2030536322756658,0.2213463091973508,0.19939524414871304,0.21402953565120697,902305600,0.33645051658153535,False,False,False,False,False,False,False,False,False
1994-01-07,0.2158586804026258,0.24878595670716325,0.21220029466079382,0.24238364398479462,1744142400,0.33636540569365025,False,False,False,False,False,False,False,False,False
1994-01-14,0.24146900483583195,0.24787117345559437,0.21768793234745026,0.2268347442150116,1742216000,0.3360838385671377,False,False,False,False,False,False,False,False,False
1994-01-21,0.22683471796528162,0.24512739932187555,0.21037031846461265,0.2442128211259842,2038321600,0.3358188156783581,False,False,False,False,False,False,False,False,False
1994-01-28,0.24329831153154372,0.25793266733777215,0.24146906496931633,0.24878579378128052,1568974400,0.3356470037996769,False,False,False,False,False,False,False,False,False
1994-02-04,0.24512756813243003,0.25610352328756475,0.23598060070284382,0.24512752890586853,1033558400,0.3354700908064842,False,False,False,False,False,False,False,False,False
1994-02-11,0.2460083566984336,0.27538226969962526,0.2460083566984336,0.27171066403388977,1664096000,0.3353073814511299,False,False,False,False,False,False,False,False,False
1994-02-18,0.27171066403388977,0.2790545631696511,0.266203373670578,0.266203373670578,791571200,0.3352226574718952,False,False,False,False,False,False,False,False,False
1994-02-25,0.2662034201637215,0.2808903874198988,0.2606953029010643,0.2643676698207855,909787200,0.3351683273911476,False,False,False,False,False,False,False,False,False
1994-03-04,0.26620344735629753,0.275382217848476,0.25518798362299056,0.2698749303817749,1045161600,0.3351107549667358,False,False,False,False,False,False,False,False,False
